P&ID_number,Type,Symbol_XX,Symbol_YY,Q_id,Question,GT,Cypher
39,Spatial-Count,26,5,9,Can you tell me how many symbols of class 26 are directly connected to symbols of class 5?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 5 AND s1.class = 26 
RETURN COUNT(s1)"
39,Spatial-Count,27,29,20,What is the total count of symbols with class 27 that are directly connected to symbols with class 29?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 29 AND s1.class = 27 
RETURN COUNT(s1)"
39,Spatial-Count,14,7,1,How many symbols with class 14 are linked directly to symbols with class 7?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 7 AND s1.class = 14 
RETURN COUNT(s1)"
39,Spatial-Count,17,18,4,How many symbols categorized as class 17 are directly linked to symbols categorized as class 18?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 18 AND s1.class = 17 
RETURN COUNT(s1)"
39,Spatial-Count,15,4,11,How many symbols of 15 have direct connections to symbols of 4?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 4 AND s1.class = 15 
RETURN COUNT(s1)"
39,Spatial-Count,25,27,9,Can you tell me how many symbols of class 25 are directly connected to symbols of class 27?,2,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 27 AND s1.class = 25 
RETURN COUNT(s1)"
39,Spatial-Count,9,12,8,Count the symbols with class 9 that are directly linked to symbols with class 12,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 12 AND s1.class = 9 
RETURN COUNT(s1)"
39,Spatial-Count,14,7,19,Can you tell me how many symbols of class 14 have direct connections to symbols of class 7?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 7 AND s1.class = 14 
RETURN COUNT(s1)"
39,Spatial-Count,30,26,11,How many symbols of 30 have direct connections to symbols of 26?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 26 AND s1.class = 30 
RETURN COUNT(s1)"
39,Spatial-Count,3,12,19,Can you tell me how many symbols of class 3 have direct connections to symbols of class 12?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 12 AND s1.class = 3 
RETURN COUNT(s1)"
39,Spatial-Count,19,30,12,Count the number of 19 symbols that are directly connected to 30 symbols,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 30 AND s1.class = 19 
RETURN COUNT(s1)"
39,Spatial-Count,9,24,8,Count the symbols with class 9 that are directly linked to symbols with class 24,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 24 AND s1.class = 9 
RETURN COUNT(s1)"
39,Spatial-Count,32,18,5,Count the symbols of class 32 that are directly connected to symbols of class 18,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 18 AND s1.class = 32 
RETURN COUNT(s1)"
39,Spatial-Count,13,31,13,What is the number of  13 and 31 symbols' direct connections?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 31 AND s1.class = 13 
RETURN COUNT(s1)"
39,Spatial-Count,20,27,14,How many symbols fall under class 20 and are directly connected to symbols under class 27?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 27 AND s1.class = 20 
RETURN COUNT(s1)"
39,Spatial-Count,32,17,12,Count the number of 32 symbols that are directly connected to 17 symbols,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 17 AND s1.class = 32 
RETURN COUNT(s1)"
39,Spatial-Count,25,25,19,Can you tell me how many symbols of class 25 have direct connections to symbols of class 25?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 25 AND s1.class = 25 
RETURN COUNT(s1)"
39,Spatial-Count,18,26,17,"How many symbols are directly connected to symbols of class 26, given that they belong to class 18?",0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 26 AND s1.class = 18 
RETURN COUNT(s1)"
39,Spatial-Count,28,21,18,"Count the symbols that are directly linked to symbols of class 21, with 28",0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 21 AND s1.class = 28 
RETURN COUNT(s1)"
39,Spatial-Count,12,27,20,What is the total count of symbols with class 12 that are directly connected to symbols with class 27?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 27 AND s1.class = 12 
RETURN COUNT(s1)"
39,Spatial-Count,21,28,3,What is the count of symbols with class 21 that have direct connections to symbols with class 28?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 28 AND s1.class = 21 
RETURN COUNT(s1)"
39,Spatial-Count,11,20,11,How many symbols of 11 have direct connections to symbols of 20?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 20 AND s1.class = 11 
RETURN COUNT(s1)"
39,Spatial-Count,26,1,4,How many symbols categorized as class 26 are directly linked to symbols categorized as class 1?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 1 AND s1.class = 26 
RETURN COUNT(s1)"
39,Spatial-Count,26,10,7,How many symbols from class 26 are directly connected to symbols from class 10?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 10 AND s1.class = 26 
RETURN COUNT(s1)"
39,Spatial-Count,4,6,11,How many symbols of 4 have direct connections to symbols of 6?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 6 AND s1.class = 4 
RETURN COUNT(s1)"
39,Spatial-Count,9,31,4,How many symbols categorized as class 9 are directly linked to symbols categorized as class 31?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 31 AND s1.class = 9 
RETURN COUNT(s1)"
40,Spatial-Count,23,27,18,"Count the symbols that are directly linked to symbols of class 27, with 23",1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 27 AND s1.class = 23 
RETURN COUNT(s1)"
40,Spatial-Count,10,27,20,What is the total count of symbols with class 10 that are directly connected to symbols with class 27?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 27 AND s1.class = 10 
RETURN COUNT(s1)"
40,Spatial-Count,14,12,4,How many symbols categorized as class 14 are directly linked to symbols categorized as class 12?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 12 AND s1.class = 14 
RETURN COUNT(s1)"
40,Spatial-Count,23,2,17,"How many symbols are directly connected to symbols of class 2, given that they belong to class 23?",1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 2 AND s1.class = 23 
RETURN COUNT(s1)"
40,Spatial-Count,32,9,12,Count the number of 32 symbols that are directly connected to 9 symbols,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 9 AND s1.class = 32 
RETURN COUNT(s1)"
40,Spatial-Count,17,26,15,Count the symbols categorized as class 17 that have direct connections to symbols categorized as class 26,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 26 AND s1.class = 17 
RETURN COUNT(s1)"
40,Spatial-Count,16,26,10,What is the total count of symbols classified as 16 are directly connected to symbols of 26?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 26 AND s1.class = 16 
RETURN COUNT(s1)"
40,Spatial-Count,16,2,15,Count the symbols categorized as class 16 that have direct connections to symbols categorized as class 2,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 2 AND s1.class = 16 
RETURN COUNT(s1)"
40,Spatial-Count,26,27,4,How many symbols categorized as class 26 are directly linked to symbols categorized as class 27?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 27 AND s1.class = 26 
RETURN COUNT(s1)"
40,Spatial-Count,27,23,18,"Count the symbols that are directly linked to symbols of class 23, with 27",1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 23 AND s1.class = 27 
RETURN COUNT(s1)"
40,Spatial-Count,9,32,6,What is the number of symbols with class 9 that have direct connections to symbols with class 32?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 32 AND s1.class = 9 
RETURN COUNT(s1)"
40,Spatial-Count,19,16,2,Can you count the symbols belonging to class 19 that are directly connected to symbols of class 16?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 16 AND s1.class = 19 
RETURN COUNT(s1)"
40,Spatial-Count,8,1,2,Can you count the symbols belonging to class 8 that are directly connected to symbols of class 1?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 1 AND s1.class = 8 
RETURN COUNT(s1)"
40,Spatial-Count,14,22,4,How many symbols categorized as class 14 are directly linked to symbols categorized as class 22?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 22 AND s1.class = 14 
RETURN COUNT(s1)"
40,Spatial-Count,23,2,3,What is the count of symbols with class 23 that have direct connections to symbols with class 2?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 2 AND s1.class = 23 
RETURN COUNT(s1)"
40,Spatial-Count,32,26,1,How many symbols with class 32 are linked directly to symbols with class 26?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 26 AND s1.class = 32 
RETURN COUNT(s1)"
40,Spatial-Count,4,4,17,"How many symbols are directly connected to symbols of class 4, given that they belong to class 4?",0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 4 AND s1.class = 4 
RETURN COUNT(s1)"
40,Spatial-Count,29,17,9,Can you tell me how many symbols of class 29 are directly connected to symbols of class 17?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 17 AND s1.class = 29 
RETURN COUNT(s1)"
40,Spatial-Count,19,26,16,What is the count of 19 symbols directly linked to 26?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 26 AND s1.class = 19 
RETURN COUNT(s1)"
40,Spatial-Count,25,16,12,Count the number of 25 symbols that are directly connected to 16 symbols,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 16 AND s1.class = 25 
RETURN COUNT(s1)"
40,Spatial-Count,14,7,1,How many symbols with class 14 are linked directly to symbols with class 7?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 7 AND s1.class = 14 
RETURN COUNT(s1)"
40,Spatial-Count,6,1,16,What is the count of 6 symbols directly linked to 1?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 1 AND s1.class = 6 
RETURN COUNT(s1)"
40,Spatial-Count,10,30,6,What is the number of symbols with class 10 that have direct connections to symbols with class 30?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 30 AND s1.class = 10 
RETURN COUNT(s1)"
40,Spatial-Count,7,29,5,Count the symbols of class 7 that are directly connected to symbols of class 29,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 29 AND s1.class = 7 
RETURN COUNT(s1)"
40,Spatial-Count,29,8,20,What is the total count of symbols with class 29 that are directly connected to symbols with class 8?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 8 AND s1.class = 29 
RETURN COUNT(s1)"
40,Spatial-Count,18,27,17,"How many symbols are directly connected to symbols of class 27, given that they belong to class 18?",0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 27 AND s1.class = 18 
RETURN COUNT(s1)"
40,Spatial-Count,21,10,7,How many symbols from class 21 are directly connected to symbols from class 10?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 10 AND s1.class = 21 
RETURN COUNT(s1)"
40,Spatial-Count,5,6,9,Can you tell me how many symbols of class 5 are directly connected to symbols of class 6?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 6 AND s1.class = 5 
RETURN COUNT(s1)"
40,Spatial-Count,32,1,5,Count the symbols of class 32 that are directly connected to symbols of class 1,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 1 AND s1.class = 32 
RETURN COUNT(s1)"
40,Spatial-Count,29,13,6,What is the number of symbols with class 29 that have direct connections to symbols with class 13?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 13 AND s1.class = 29 
RETURN COUNT(s1)"
40,Spatial-Count,20,9,6,What is the number of symbols with class 20 that have direct connections to symbols with class 9?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 9 AND s1.class = 20 
RETURN COUNT(s1)"
40,Spatial-Count,22,31,18,"Count the symbols that are directly linked to symbols of class 31, with 22",0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 31 AND s1.class = 22 
RETURN COUNT(s1)"
41,Spatial-Count,21,19,20,What is the total count of symbols with class 21 that are directly connected to symbols with class 19?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 19 AND s1.class = 21 
RETURN COUNT(s1)"
41,Spatial-Count,32,4,20,What is the total count of symbols with class 32 that are directly connected to symbols with class 4?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 4 AND s1.class = 32 
RETURN COUNT(s1)"
41,Spatial-Count,4,32,9,Can you tell me how many symbols of class 4 are directly connected to symbols of class 32?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 32 AND s1.class = 4 
RETURN COUNT(s1)"
41,Spatial-Count,27,14,1,How many symbols with class 27 are linked directly to symbols with class 14?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 14 AND s1.class = 27 
RETURN COUNT(s1)"
41,Spatial-Count,4,23,12,Count the number of 4 symbols that are directly connected to 23 symbols,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 23 AND s1.class = 4 
RETURN COUNT(s1)"
41,Spatial-Count,19,29,1,How many symbols with class 19 are linked directly to symbols with class 29?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 29 AND s1.class = 19 
RETURN COUNT(s1)"
41,Spatial-Count,27,14,8,Count the symbols with class 27 that are directly linked to symbols with class 14,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 14 AND s1.class = 27 
RETURN COUNT(s1)"
41,Spatial-Count,14,15,15,Count the symbols categorized as class 14 that have direct connections to symbols categorized as class 15,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 15 AND s1.class = 14 
RETURN COUNT(s1)"
41,Spatial-Count,2,4,15,Count the symbols categorized as class 2 that have direct connections to symbols categorized as class 4,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 4 AND s1.class = 2 
RETURN COUNT(s1)"
41,Spatial-Count,19,6,1,How many symbols with class 19 are linked directly to symbols with class 6?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 6 AND s1.class = 19 
RETURN COUNT(s1)"
41,Spatial-Count,21,19,14,How many symbols fall under class 21 and are directly connected to symbols under class 19?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 19 AND s1.class = 21 
RETURN COUNT(s1)"
41,Spatial-Count,30,31,19,Can you tell me how many symbols of class 30 have direct connections to symbols of class 31?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 31 AND s1.class = 30 
RETURN COUNT(s1)"
41,Spatial-Count,30,31,9,Can you tell me how many symbols of class 30 are directly connected to symbols of class 31?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 31 AND s1.class = 30 
RETURN COUNT(s1)"
41,Spatial-Count,19,14,6,What is the number of symbols with class 19 that have direct connections to symbols with class 14?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 14 AND s1.class = 19 
RETURN COUNT(s1)"
41,Spatial-Count,14,30,3,What is the count of symbols with class 14 that have direct connections to symbols with class 30?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 30 AND s1.class = 14 
RETURN COUNT(s1)"
41,Spatial-Count,14,27,19,Can you tell me how many symbols of class 14 have direct connections to symbols of class 27?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 27 AND s1.class = 14 
RETURN COUNT(s1)"
41,Spatial-Count,3,4,8,Count the symbols with class 3 that are directly linked to symbols with class 4,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 4 AND s1.class = 3 
RETURN COUNT(s1)"
41,Spatial-Count,15,4,9,Can you tell me how many symbols of class 15 are directly connected to symbols of class 4?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 4 AND s1.class = 15 
RETURN COUNT(s1)"
41,Spatial-Count,22,11,8,Count the symbols with class 22 that are directly linked to symbols with class 11,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 11 AND s1.class = 22 
RETURN COUNT(s1)"
41,Spatial-Count,29,28,5,Count the symbols of class 29 that are directly connected to symbols of class 28,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 28 AND s1.class = 29 
RETURN COUNT(s1)"
41,Spatial-Count,17,31,4,How many symbols categorized as class 17 are directly linked to symbols categorized as class 31?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 31 AND s1.class = 17 
RETURN COUNT(s1)"
41,Spatial-Count,27,6,18,"Count the symbols that are directly linked to symbols of class 6, with 27",0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 6 AND s1.class = 27 
RETURN COUNT(s1)"
41,Spatial-Count,14,9,6,What is the number of symbols with class 14 that have direct connections to symbols with class 9?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 9 AND s1.class = 14 
RETURN COUNT(s1)"
41,Spatial-Count,24,17,15,Count the symbols categorized as class 24 that have direct connections to symbols categorized as class 17,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 17 AND s1.class = 24 
RETURN COUNT(s1)"
41,Spatial-Count,27,28,15,Count the symbols categorized as class 27 that have direct connections to symbols categorized as class 28,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 28 AND s1.class = 27 
RETURN COUNT(s1)"
41,Spatial-Count,16,21,11,How many symbols of 16 have direct connections to symbols of 21?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 21 AND s1.class = 16 
RETURN COUNT(s1)"
41,Spatial-Count,28,19,10,What is the total count of symbols classified as 28 are directly connected to symbols of 19?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 19 AND s1.class = 28 
RETURN COUNT(s1)"
41,Spatial-Count,4,19,11,How many symbols of 4 have direct connections to symbols of 19?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 19 AND s1.class = 4 
RETURN COUNT(s1)"
41,Spatial-Count,26,28,1,How many symbols with class 26 are linked directly to symbols with class 28?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 28 AND s1.class = 26 
RETURN COUNT(s1)"
41,Spatial-Count,1,8,17,"How many symbols are directly connected to symbols of class 8, given that they belong to class 1?",0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 8 AND s1.class = 1 
RETURN COUNT(s1)"
41,Spatial-Count,21,10,19,Can you tell me how many symbols of class 21 have direct connections to symbols of class 10?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 10 AND s1.class = 21 
RETURN COUNT(s1)"
41,Spatial-Count,6,2,5,Count the symbols of class 6 that are directly connected to symbols of class 2,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 2 AND s1.class = 6 
RETURN COUNT(s1)"
42,Spatial-Count,8,25,12,Count the number of 8 symbols that are directly connected to 25 symbols,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 25 AND s1.class = 8 
RETURN COUNT(s1)"
42,Spatial-Count,5,18,1,How many symbols with class 5 are linked directly to symbols with class 18?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 18 AND s1.class = 5 
RETURN COUNT(s1)"
