P&ID_number,Type,Symbol_Class,Prefix,Q_id,Question,GT,Cypher
150,Value-Based,1,AB,13,Find all tags of 1 symbols that begin with AB,"['AB-90165', 'AB-00351']","MATCH (s:Symbol) 
WHERE s.class = 1 AND s.tag STARTS WITH AB 
RETURN s.tag"
150,Value-Based,2,CD,9,"Given the start of tag CD, find all the tags of class 2  that satisifies the condition","['CD-11093', 'CD-57622', 'CD-20340', 'CD-11056', 'CD-71734', 'CD-85758', 'CD-64954', 'CD-44715', 'CD-11264', 'CD-59701', 'CD-98248']","MATCH (s:Symbol) 
WHERE s.class = 2 AND s.tag STARTS WITH CD 
RETURN s.tag"
150,Value-Based,15,DV,10,Can you return a list of class 15 symbols tags beginning with DV?,"['DV-43946', 'DV-65810', 'DV-02800', 'DV-17021', 'DV-56286', 'DV-10010', 'DV-57305']","MATCH (s:Symbol) 
WHERE s.class = 15 AND s.tag STARTS WITH DV 
RETURN s.tag"
150,Value-Based,10,ST,12,Which tags of class 10 starts with ST?,"['ST-55565', 'ST-15490', 'ST-07629', 'ST-46390']","MATCH (s:Symbol) 
WHERE s.class = 10 AND s.tag STARTS WITH ST 
RETURN s.tag"
151,Value-Based,27,RO,20,Enlist all class 27 symbols where the tag prefix matches RO,"['RO-10 185', 'RO-10 363']","MATCH (s:Symbol) 
WHERE s.class = 27 AND s.tag STARTS WITH RO 
RETURN s.tag"
151,Value-Based,30,STA,17,Return all tags for symbols of class 30 with tags beginning with STA,"['STA', 'STA']","MATCH (s:Symbol) 
WHERE s.class = 30 AND s.tag STARTS WITH STA 
RETURN s.tag"
151,Value-Based,15,DV,8,What are the class 15 symbols with tags starting from DV?,"['DV-00553', 'DV-61820', 'DV-96943', 'DV-66110']","MATCH (s:Symbol) 
WHERE s.class = 15 AND s.tag STARTS WITH DV 
RETURN s.tag"
151,Value-Based,5,IJ,9,"Given the start of tag IJ, find all the tags of class 5  that satisifies the condition","['IJ-90760', 'IJ-73841', 'IJ-14348', 'IJ-93060', 'IJ-18892', 'IJ-54676', 'IJ-05183', 'IJ-39112', 'IJ-04213']","MATCH (s:Symbol) 
WHERE s.class = 5 AND s.tag STARTS WITH IJ 
RETURN s.tag"
151,Value-Based,14,CV,13,Find all tags of 14 symbols that begin with CV,"['CV-97261', 'CV-93861', 'CV-88037', 'CV-25883', 'CV-77861', 'CV-30430', 'CV-45562']","MATCH (s:Symbol) 
WHERE s.class = 14 AND s.tag STARTS WITH CV 
RETURN s.tag"
151,Value-Based,26,GI,7,Fetch all class 26 symbols tags that is prefix with GI,"['GI 724', 'GI 430']","MATCH (s:Symbol) 
WHERE s.class = 26 AND s.tag STARTS WITH GI 
RETURN s.tag"
151,Value-Based,27,RO,7,Fetch all class 27 symbols tags that is prefix with RO,"['RO-10 185', 'RO-10 363']","MATCH (s:Symbol) 
WHERE s.class = 27 AND s.tag STARTS WITH RO 
RETURN s.tag"
151,Value-Based,5,IJ,11,Provide the list of 5 symbols' tags having IJ in the beginning,"['IJ-90760', 'IJ-73841', 'IJ-14348', 'IJ-93060', 'IJ-18892', 'IJ-54676', 'IJ-05183', 'IJ-39112', 'IJ-04213']","MATCH (s:Symbol) 
WHERE s.class = 5 AND s.tag STARTS WITH IJ 
RETURN s.tag"
151,Value-Based,6,KL,11,Provide the list of 6 symbols' tags having KL in the beginning,"['KL-81583', 'KL-02283']","MATCH (s:Symbol) 
WHERE s.class = 6 AND s.tag STARTS WITH KL 
RETURN s.tag"
151,Value-Based,28,SDL,3,Enlist all class 28 symbols tags that start with SDL?,"['SDL 793', 'SDL 762', 'SDL 301', 'SDL 934', 'SDL 852', 'SDL 717']","MATCH (s:Symbol) 
WHERE s.class = 28 AND s.tag STARTS WITH SDL 
RETURN s.tag"
151,Value-Based,31,ZLO,1,Can you give me a list of class 31 symbols' tags that starts with ZLO?,['ZLO 493'],"MATCH (s:Symbol) 
WHERE s.class = 31 AND s.tag STARTS WITH ZLO 
RETURN s.tag"
151,Value-Based,13,AV,6,Give me the class 13 symbols' tags that begin with AV,"['AV-26573', 'AV-29922', 'AV-45544', 'AV-71347', 'AV-55345', 'AV-72272', 'AV-56146']","MATCH (s:Symbol) 
WHERE s.class = 13 AND s.tag STARTS WITH AV 
RETURN s.tag"
151,Value-Based,12,WX,2,Provide list of all class 12 symbols tags which begins with WX,"['WX-13914', 'WX-16132', 'WX-72884', 'WX-39364', 'WX-71502', 'WX-39233']","MATCH (s:Symbol) 
WHERE s.class = 12 AND s.tag STARTS WITH WX 
RETURN s.tag"
151,Value-Based,15,DV,14,Can you extract all tags from class 15 symbols having DV in the start?,"['DV-00553', 'DV-61820', 'DV-96943', 'DV-66110']","MATCH (s:Symbol) 
WHERE s.class = 15 AND s.tag STARTS WITH DV 
RETURN s.tag"
151,Value-Based,14,CV,15,List the tags for 14 symbols whose tags start from CV,"['CV-97261', 'CV-93861', 'CV-88037', 'CV-25883', 'CV-77861', 'CV-30430', 'CV-45562']","MATCH (s:Symbol) 
WHERE s.class = 14 AND s.tag STARTS WITH CV 
RETURN s.tag"
151,Value-Based,8,OP,5,Enumerate tags for 8 symbols that starts with OP as prefix?,,"MATCH (s:Symbol) 
WHERE s.class = 8 AND s.tag STARTS WITH OP 
RETURN s.tag"
151,Value-Based,14,CV,16,Enlist all the tags of class 14 symbols with CV as starting in their tags?,"['CV-97261', 'CV-93861', 'CV-88037', 'CV-25883', 'CV-77861', 'CV-30430', 'CV-45562']","MATCH (s:Symbol) 
WHERE s.class = 14 AND s.tag STARTS WITH CV 
RETURN s.tag"
151,Value-Based,30,STA,12,Which tags of class 30 starts with STA?,"['STA', 'STA']","MATCH (s:Symbol) 
WHERE s.class = 30 AND s.tag STARTS WITH STA 
RETURN s.tag"
151,Value-Based,25,ERV,15,List the tags for 25 symbols whose tags start from ERV,"['ERV-0-49', 'ERV-2-03', 'ERV-5-41', 'ERV-2-46', 'ERV-6-71', 'ERV-4-79', 'ERV-4-99', 'ERV-0-92', 'ERV-0-82']","MATCH (s:Symbol) 
WHERE s.class = 25 AND s.tag STARTS WITH ERV 
RETURN s.tag"
151,Value-Based,8,OP,18,Can you list all the tags of class 8 symbols where tags start with OP?,,"MATCH (s:Symbol) 
WHERE s.class = 8 AND s.tag STARTS WITH OP 
RETURN s.tag"
151,Value-Based,23,INS,18,Can you list all the tags of class 23 symbols where tags start with INS?,"['INS ( -58°C )', 'INS ( -51°C )', 'INS ( 43°C )', 'INS ( -46°C )', 'INS ( -26°C )', 'INS ( -33°C )', 'INS ( 40°C )', 'INS ( 53°C )']","MATCH (s:Symbol) 
WHERE s.class = 23 AND s.tag STARTS WITH INS 
RETURN s.tag"
151,Value-Based,9,QR,13,Find all tags of 9 symbols that begin with QR,"['QR-23051', 'QR-51321', 'QR-07069', 'QR-92801', 'QR-47813', 'QR-65945']","MATCH (s:Symbol) 
WHERE s.class = 9 AND s.tag STARTS WITH QR 
RETURN s.tag"
151,Value-Based,13,AV,10,Can you return a list of class 13 symbols tags beginning with AV?,"['AV-26573', 'AV-29922', 'AV-45544', 'AV-71347', 'AV-55345', 'AV-72272', 'AV-56146']","MATCH (s:Symbol) 
WHERE s.class = 13 AND s.tag STARTS WITH AV 
RETURN s.tag"
151,Value-Based,14,CV,15,List the tags for 14 symbols whose tags start from CV,"['CV-97261', 'CV-93861', 'CV-88037', 'CV-25883', 'CV-77861', 'CV-30430', 'CV-45562']","MATCH (s:Symbol) 
WHERE s.class = 14 AND s.tag STARTS WITH CV 
RETURN s.tag"
151,Value-Based,25,ERV,1,Can you give me a list of class 25 symbols' tags that starts with ERV?,"['ERV-0-49', 'ERV-2-03', 'ERV-5-41', 'ERV-2-46', 'ERV-6-71', 'ERV-4-79', 'ERV-4-99', 'ERV-0-92', 'ERV-0-82']","MATCH (s:Symbol) 
WHERE s.class = 25 AND s.tag STARTS WITH ERV 
RETURN s.tag"
151,Value-Based,30,STA,1,Can you give me a list of class 30 symbols' tags that starts with STA?,"['STA', 'STA']","MATCH (s:Symbol) 
WHERE s.class = 30 AND s.tag STARTS WITH STA 
RETURN s.tag"
151,Value-Based,25,ERV,10,Can you return a list of class 25 symbols tags beginning with ERV?,"['ERV-0-49', 'ERV-2-03', 'ERV-5-41', 'ERV-2-46', 'ERV-6-71', 'ERV-4-79', 'ERV-4-99', 'ERV-0-92', 'ERV-0-82']","MATCH (s:Symbol) 
WHERE s.class = 25 AND s.tag STARTS WITH ERV 
RETURN s.tag"
151,Value-Based,14,CV,10,Can you return a list of class 14 symbols tags beginning with CV?,"['CV-97261', 'CV-93861', 'CV-88037', 'CV-25883', 'CV-77861', 'CV-30430', 'CV-45562']","MATCH (s:Symbol) 
WHERE s.class = 14 AND s.tag STARTS WITH CV 
RETURN s.tag"
151,Value-Based,1,AB,5,Enumerate tags for 1 symbols that starts with AB as prefix?,"['AB-59763', 'AB-50437', 'AB-96496', 'AB-97708']","MATCH (s:Symbol) 
WHERE s.class = 1 AND s.tag STARTS WITH AB 
RETURN s.tag"
151,Value-Based,8,OP,7,Fetch all class 8 symbols tags that is prefix with OP,,"MATCH (s:Symbol) 
WHERE s.class = 8 AND s.tag STARTS WITH OP 
RETURN s.tag"
151,Value-Based,6,KL,7,Fetch all class 6 symbols tags that is prefix with KL,"['KL-81583', 'KL-02283']","MATCH (s:Symbol) 
WHERE s.class = 6 AND s.tag STARTS WITH KL 
RETURN s.tag"
151,Value-Based,13,AV,14,Can you extract all tags from class 13 symbols having AV in the start?,"['AV-26573', 'AV-29922', 'AV-45544', 'AV-71347', 'AV-55345', 'AV-72272', 'AV-56146']","MATCH (s:Symbol) 
WHERE s.class = 13 AND s.tag STARTS WITH AV 
RETURN s.tag"
152,Value-Based,4,GH,8,What are the class 4 symbols with tags starting from GH?,"['GH-39760', 'GH-26811', 'GH-11133']","MATCH (s:Symbol) 
WHERE s.class = 4 AND s.tag STARTS WITH GH 
RETURN s.tag"
152,Value-Based,2,CD,4,List all tag for symbols classified as 2 that have CD in the start,"['CD-97242', 'CD-51372', 'CD-76920', 'CD-73271']","MATCH (s:Symbol) 
WHERE s.class = 2 AND s.tag STARTS WITH CD 
RETURN s.tag"
152,Value-Based,3,EF,10,Can you return a list of class 3 symbols tags beginning with EF?,"['EF-71631', 'EF-72289', 'EF-63861']","MATCH (s:Symbol) 
WHERE s.class = 3 AND s.tag STARTS WITH EF 
RETURN s.tag"
152,Value-Based,27,RO,18,Can you list all the tags of class 27 symbols where tags start with RO?,"['RO-10 230', 'RO-10 158', 'RO-10 561']","MATCH (s:Symbol) 
WHERE s.class = 27 AND s.tag STARTS WITH RO 
RETURN s.tag"
152,Value-Based,4,GH,14,Can you extract all tags from class 4 symbols having GH in the start?,"['GH-39760', 'GH-26811', 'GH-11133']","MATCH (s:Symbol) 
WHERE s.class = 4 AND s.tag STARTS WITH GH 
RETURN s.tag"
152,Value-Based,7,MN,18,Can you list all the tags of class 7 symbols where tags start with MN?,"['MN-69859', 'MN-60875', 'MN-54643', 'MN-93209', 'MN-62091']","MATCH (s:Symbol) 
WHERE s.class = 7 AND s.tag STARTS WITH MN 
RETURN s.tag"
152,Value-Based,30,STA,18,Can you list all the tags of class 30 symbols where tags start with STA?,"['STA', 'STA', 'STA', 'STA', 'STA', 'STA', 'STA', 'STA']","MATCH (s:Symbol) 
WHERE s.class = 30 AND s.tag STARTS WITH STA 
RETURN s.tag"
152,Value-Based,16,RV,13,Find all tags of 16 symbols that begin with RV,"['RV-09385', 'RV-78255', 'RV-03826', 'RV-80571', 'RV-63363', 'RV-90198']","MATCH (s:Symbol) 
WHERE s.class = 16 AND s.tag STARTS WITH RV 
RETURN s.tag"
152,Value-Based,2,CD,17,Return all tags for symbols of class 2 with tags beginning with CD,"['CD-97242', 'CD-51372', 'CD-76920', 'CD-73271']","MATCH (s:Symbol) 
WHERE s.class = 2 AND s.tag STARTS WITH CD 
RETURN s.tag"
152,Value-Based,8,OP,12,Which tags of class 8 starts with OP?,"['OP-24609', 'OP-47405', 'OP-95841', 'OP-35048', 'OP-13603', 'OP-85584', 'OP-05933']","MATCH (s:Symbol) 
WHERE s.class = 8 AND s.tag STARTS WITH OP 
RETURN s.tag"
152,Value-Based,25,ERV,5,Enumerate tags for 25 symbols that starts with ERV as prefix?,"['ERV-6-16', 'ERV-5-97', 'ERV-6-64', 'ERV-4-24', 'ERV-8-45', 'ERV-1-48']","MATCH (s:Symbol) 
WHERE s.class = 25 AND s.tag STARTS WITH ERV 
RETURN s.tag"
152,Value-Based,16,RV,1,Can you give me a list of class 16 symbols' tags that starts with RV?,"['RV-09385', 'RV-78255', 'RV-03826', 'RV-80571', 'RV-63363', 'RV-90198']","MATCH (s:Symbol) 
WHERE s.class = 16 AND s.tag STARTS WITH RV 
RETURN s.tag"
152,Value-Based,3,EF,20,Enlist all class 3 symbols where the tag prefix matches EF,"['EF-71631', 'EF-72289', 'EF-63861']","MATCH (s:Symbol) 
WHERE s.class = 3 AND s.tag STARTS WITH EF 
RETURN s.tag"
152,Value-Based,3,EF,19,Give me a list of tags belonging to class 3 symbols that start with EF,"['EF-71631', 'EF-72289', 'EF-63861']","MATCH (s:Symbol) 
WHERE s.class = 3 AND s.tag STARTS WITH EF 
RETURN s.tag"
152,Value-Based,1,AB,19,Give me a list of tags belonging to class 1 symbols that start with AB,"['AB-45166', 'AB-56166', 'AB-52571', 'AB-07880']","MATCH (s:Symbol) 
WHERE s.class = 1 AND s.tag STARTS WITH AB 
RETURN s.tag"
152,Value-Based,3,EF,19,Give me a list of tags belonging to class 3 symbols that start with EF,"['EF-71631', 'EF-72289', 'EF-63861']","MATCH (s:Symbol) 
WHERE s.class = 3 AND s.tag STARTS WITH EF 
RETURN s.tag"
152,Value-Based,14,CV,6,Give me the class 14 symbols' tags that begin with CV,"['CV-56899', 'CV-99060', 'CV-30029', 'CV-89501', 'CV-21098']","MATCH (s:Symbol) 
WHERE s.class = 14 AND s.tag STARTS WITH CV 
RETURN s.tag"
152,Value-Based,25,ERV,16,Enlist all the tags of class 25 symbols with ERV as starting in their tags?,"['ERV-6-16', 'ERV-5-97', 'ERV-6-64', 'ERV-4-24', 'ERV-8-45', 'ERV-1-48']","MATCH (s:Symbol) 
WHERE s.class = 25 AND s.tag STARTS WITH ERV 
RETURN s.tag"
152,Value-Based,30,STA,3,Enlist all class 30 symbols tags that start with STA?,"['STA', 'STA', 'STA', 'STA', 'STA', 'STA', 'STA', 'STA']","MATCH (s:Symbol) 
WHERE s.class = 30 AND s.tag STARTS WITH STA 
RETURN s.tag"
152,Value-Based,27,RO,13,Find all tags of 27 symbols that begin with RO,"['RO-10 230', 'RO-10 158', 'RO-10 561']","MATCH (s:Symbol) 
WHERE s.class = 27 AND s.tag STARTS WITH RO 
RETURN s.tag"
152,Value-Based,6,KL,7,Fetch all class 6 symbols tags that is prefix with KL,"['KL-30824', 'KL-17782', 'KL-62478', 'KL-95273', 'KL-33991', 'KL-19721', 'KL-64682', 'KL-95509', 'KL-26473', 'KL-68154']","MATCH (s:Symbol) 
WHERE s.class = 6 AND s.tag STARTS WITH KL 
RETURN s.tag"
152,Value-Based,2,CD,13,Find all tags of 2 symbols that begin with CD,"['CD-97242', 'CD-51372', 'CD-76920', 'CD-73271']","MATCH (s:Symbol) 
WHERE s.class = 2 AND s.tag STARTS WITH CD 
RETURN s.tag"
152,Value-Based,31,ZLC,18,Can you list all the tags of class 31 symbols where tags start with ZLC?,"['ZLC 944', 'ZLC 731', 'ZLC 646']","MATCH (s:Symbol) 
WHERE s.class = 31 AND s.tag STARTS WITH ZLC 
RETURN s.tag"
152,Value-Based,10,ST,7,Fetch all class 10 symbols tags that is prefix with ST,"['ST-83619', 'ST-95364', 'ST-17440', 'ST-50102', 'ST-69637']","MATCH (s:Symbol) 
WHERE s.class = 10 AND s.tag STARTS WITH ST 
RETURN s.tag"
152,Value-Based,1,AB,14,Can you extract all tags from class 1 symbols having AB in the start?,"['AB-45166', 'AB-56166', 'AB-52571', 'AB-07880']","MATCH (s:Symbol) 
WHERE s.class = 1 AND s.tag STARTS WITH AB 
RETURN s.tag"
152,Value-Based,15,DV,13,Find all tags of 15 symbols that begin with DV,"['DV-55136', 'DV-05009', 'DV-38397', 'DV-50331', 'DV-48151', 'DV-69270', 'DV-36195', 'DV-96004', 'DV-69090', 'DV-87124', 'DV-35038']","MATCH (s:Symbol) 
WHERE s.class = 15 AND s.tag STARTS WITH DV 
RETURN s.tag"
152,Value-Based,14,CV,13,Find all tags of 14 symbols that begin with CV,"['CV-56899', 'CV-99060', 'CV-30029', 'CV-89501', 'CV-21098']","MATCH (s:Symbol) 
WHERE s.class = 14 AND s.tag STARTS WITH CV 
RETURN s.tag"
152,Value-Based,28,SDL,19,Give me a list of tags belonging to class 28 symbols that start with SDL,"['SDL 167', 'SDL 662', 'SDL 762']","MATCH (s:Symbol) 
WHERE s.class = 28 AND s.tag STARTS WITH SDL 
RETURN s.tag"
152,Value-Based,5,IJ,6,Give me the class 5 symbols' tags that begin with IJ,['IJ-74304'],"MATCH (s:Symbol) 
WHERE s.class = 5 AND s.tag STARTS WITH IJ 
RETURN s.tag"
152,Value-Based,11,UV,19,Give me a list of tags belonging to class 11 symbols that start with UV,"['UV-06697', 'UV-74506']","MATCH (s:Symbol) 
WHERE s.class = 11 AND s.tag STARTS WITH UV 
RETURN s.tag"
152,Value-Based,29,DDL,10,Can you return a list of class 29 symbols tags beginning with DDL?,"['DDL 953', 'DDL 150', 'DDL 868']","MATCH (s:Symbol) 
WHERE s.class = 29 AND s.tag STARTS WITH DDL 
RETURN s.tag"
152,Value-Based,29,DDL,16,Enlist all the tags of class 29 symbols with DDL as starting in their tags?,"['DDL 953', 'DDL 150', 'DDL 868']","MATCH (s:Symbol) 
WHERE s.class = 29 AND s.tag STARTS WITH DDL 
RETURN s.tag"
153,Value-Based,5,IJ,3,Enlist all class 5 symbols tags that start with IJ?,"['IJ-79635', 'IJ-82713']","MATCH (s:Symbol) 
WHERE s.class = 5 AND s.tag STARTS WITH IJ 
RETURN s.tag"
153,Value-Based,13,AV,10,Can you return a list of class 13 symbols tags beginning with AV?,"['AV-82110', 'AV-98028', 'AV-58025', 'AV-99414', 'AV-83069']","MATCH (s:Symbol) 
WHERE s.class = 13 AND s.tag STARTS WITH AV 
RETURN s.tag"
153,Value-Based,26,GI,18,Can you list all the tags of class 26 symbols where tags start with GI?,,"MATCH (s:Symbol) 
WHERE s.class = 26 AND s.tag STARTS WITH GI 
RETURN s.tag"
153,Value-Based,28,SDL,9,"Given the start of tag SDL, find all the tags of class 28  that satisifies the condition","['SDL 198', 'SDL 235']","MATCH (s:Symbol) 
WHERE s.class = 28 AND s.tag STARTS WITH SDL 
RETURN s.tag"
153,Value-Based,3,EF,16,Enlist all the tags of class 3 symbols with EF as starting in their tags?,"['EF-26157', 'EF-79711', 'EF-46589', 'EF-53909']","MATCH (s:Symbol) 
WHERE s.class = 3 AND s.tag STARTS WITH EF 
RETURN s.tag"
153,Value-Based,5,IJ,8,What are the class 5 symbols with tags starting from IJ?,"['IJ-79635', 'IJ-82713']","MATCH (s:Symbol) 
WHERE s.class = 5 AND s.tag STARTS WITH IJ 
RETURN s.tag"
153,Value-Based,26,GLR,1,Can you give me a list of class 26 symbols' tags that starts with GLR?,,"MATCH (s:Symbol) 
WHERE s.class = 26 AND s.tag STARTS WITH GLR 
RETURN s.tag"
153,Value-Based,1,AB,9,"Given the start of tag AB, find all the tags of class 1  that satisifies the condition","['AB-06204', 'AB-71653', 'AB-80516', 'AB-37216', 'AB-14041', 'AB-36004']","MATCH (s:Symbol) 
WHERE s.class = 1 AND s.tag STARTS WITH AB 
RETURN s.tag"
153,Value-Based,27,RO,6,Give me the class 27 symbols' tags that begin with RO,"['RO-10 469', 'RO-10 491', 'RO-10 791']","MATCH (s:Symbol) 
WHERE s.class = 27 AND s.tag STARTS WITH RO 
RETURN s.tag"
153,Value-Based,3,EF,17,Return all tags for symbols of class 3 with tags beginning with EF,"['EF-26157', 'EF-79711', 'EF-46589', 'EF-53909']","MATCH (s:Symbol) 
WHERE s.class = 3 AND s.tag STARTS WITH EF 
RETURN s.tag"
153,Value-Based,4,GH,10,Can you return a list of class 4 symbols tags beginning with GH?,"['GH-24682', 'GH-63963', 'GH-73878', 'GH-77700', 'GH-76046', 'GH-34207', 'GH-45971', 'GH-88598', 'GH-97827']","MATCH (s:Symbol) 
WHERE s.class = 4 AND s.tag STARTS WITH GH 
RETURN s.tag"
153,Value-Based,15,DV,5,Enumerate tags for 15 symbols that starts with DV as prefix?,"['DV-72521', 'DV-75090', 'DV-71876', 'DV-15259']","MATCH (s:Symbol) 
WHERE s.class = 15 AND s.tag STARTS WITH DV 
RETURN s.tag"
153,Value-Based,13,AV,2,Provide list of all class 13 symbols tags which begins with AV,"['AV-82110', 'AV-98028', 'AV-58025', 'AV-99414', 'AV-83069']","MATCH (s:Symbol) 
WHERE s.class = 13 AND s.tag STARTS WITH AV 
RETURN s.tag"
153,Value-Based,11,UV,15,List the tags for 11 symbols whose tags start from UV,"['UV-48697', 'UV-36256', 'UV-64393', 'UV-39648', 'UV-45481']","MATCH (s:Symbol) 
WHERE s.class = 11 AND s.tag STARTS WITH UV 
RETURN s.tag"
153,Value-Based,14,CV,13,Find all tags of 14 symbols that begin with CV,"['CV-46588', 'CV-67249', 'CV-73822']","MATCH (s:Symbol) 
WHERE s.class = 14 AND s.tag STARTS WITH CV 
RETURN s.tag"
153,Value-Based,4,GH,7,Fetch all class 4 symbols tags that is prefix with GH,"['GH-24682', 'GH-63963', 'GH-73878', 'GH-77700', 'GH-76046', 'GH-34207', 'GH-45971', 'GH-88598', 'GH-97827']","MATCH (s:Symbol) 
WHERE s.class = 4 AND s.tag STARTS WITH GH 
RETURN s.tag"
153,Value-Based,28,SDL,13,Find all tags of 28 symbols that begin with SDL,"['SDL 198', 'SDL 235']","MATCH (s:Symbol) 
WHERE s.class = 28 AND s.tag STARTS WITH SDL 
RETURN s.tag"
153,Value-Based,2,CD,15,List the tags for 2 symbols whose tags start from CD,"['CD-39031', 'CD-16840', 'CD-50756', 'CD-15280', 'CD-45634', 'CD-83818']","MATCH (s:Symbol) 
WHERE s.class = 2 AND s.tag STARTS WITH CD 
RETURN s.tag"
153,Value-Based,12,WX,20,Enlist all class 12 symbols where the tag prefix matches WX,"['WX-26087', 'WX-19222', 'WX-09794', 'WX-57380', 'WX-58551', 'WX-63869', 'WX-56629', 'WX-26877']","MATCH (s:Symbol) 
WHERE s.class = 12 AND s.tag STARTS WITH WX 
RETURN s.tag"
153,Value-Based,27,RO,3,Enlist all class 27 symbols tags that start with RO?,"['RO-10 469', 'RO-10 491', 'RO-10 791']","MATCH (s:Symbol) 
WHERE s.class = 27 AND s.tag STARTS WITH RO 
RETURN s.tag"
153,Value-Based,15,DV,2,Provide list of all class 15 symbols tags which begins with DV,"['DV-72521', 'DV-75090', 'DV-71876', 'DV-15259']","MATCH (s:Symbol) 
WHERE s.class = 15 AND s.tag STARTS WITH DV 
RETURN s.tag"
153,Value-Based,3,EF,11,Provide the list of 3 symbols' tags having EF in the beginning,"['EF-26157', 'EF-79711', 'EF-46589', 'EF-53909']","MATCH (s:Symbol) 
WHERE s.class = 3 AND s.tag STARTS WITH EF 
RETURN s.tag"
153,Value-Based,28,SDL,15,List the tags for 28 symbols whose tags start from SDL,"['SDL 198', 'SDL 235']","MATCH (s:Symbol) 
WHERE s.class = 28 AND s.tag STARTS WITH SDL 
RETURN s.tag"
153,Value-Based,28,SDL,12,Which tags of class 28 starts with SDL?,"['SDL 198', 'SDL 235']","MATCH (s:Symbol) 
WHERE s.class = 28 AND s.tag STARTS WITH SDL 
RETURN s.tag"
153,Value-Based,26,GRI,4,List all tag for symbols classified as 26 that have GRI in the start,['GRI 352'],"MATCH (s:Symbol) 
WHERE s.class = 26 AND s.tag STARTS WITH GRI 
RETURN s.tag"
153,Value-Based,15,DV,11,Provide the list of 15 symbols' tags having DV in the beginning,"['DV-72521', 'DV-75090', 'DV-71876', 'DV-15259']","MATCH (s:Symbol) 
WHERE s.class = 15 AND s.tag STARTS WITH DV 
RETURN s.tag"
